"","Name","Location","Cuisine","Longitude","Latitude","Award","Explanation","Min_Price","Max_Price","Country"
"3090","Landgasthof Meier","Pilsach","Country cooking",11.5956557,49.3014799,"Bib Gourmand","Good food at moderate prices",29.575,106.47,"Germany"
"3091","Schimmel's","Wustrow","Country cooking",12.3969029,54.3462631,"Bib Gourmand","Good food at moderate prices",49.686,80.444,"Germany"
"3092","Wirtshaus zur Sonne","Glottertal","Country cooking, Classic Cuisine",7.9610555,48.0483979,"Bib Gourmand","Good food at moderate prices",22.477,70.98,"Germany"
"3093","Gasthof Schütte","Schmallenberg","Regional Cuisine, Classic Cuisine",8.3735128,51.1583551,"Bib Gourmand","Good food at moderate prices",66.248,85.176,"Germany"
"3094","Berggasthof Schlüssel","Zell im Wiesental","Regional Cuisine, Contemporary",7.8695643,47.7338911,"Bib Gourmand","Good food at moderate prices",26.026,82.81,"Germany"
"3095","Stumpenhof","Plochingen","Country cooking, Market Cuisine",9.4297146,48.7165279,"Bib Gourmand","Good food at moderate prices",33.124,91.091,"Germany"
"3096","Wirtschaft von Johann Gerner","Heßdorf","Country cooking, Market Cuisine",10.8719577,49.646982,"Bib Gourmand","Good food at moderate prices",65.065,75.712,"Germany"
"3097","Kaltwassers Wohnzimmer","Zwingenberg","Modern Cuisine, Country cooking",8.6137046,49.7235332,"Bib Gourmand","Good food at moderate prices",46.137,69.797,"Germany"
"3098","Moarwirt","Dietramszell","Market Cuisine, German",11.5479564,47.8221606,"Bib Gourmand","Good food at moderate prices",47.32,67.431,"Germany"
"3099","Scheidels Restaurant zum Kranz","Kenzingen","Classic Cuisine, Home Cooking",7.773248,48.1952255,"Bib Gourmand","Good food at moderate prices",42.588,73.346,"Germany"
"3100","Brechtmanns Bistro","Hamburg","Asian Influences",9.9871201,53.593061,"Bib Gourmand","Good food at moderate prices",42.588,65.065,"Germany"
"3101","Margaretenhof","Burg","Country cooking, Asian",11.1113155,54.4491949,"Bib Gourmand","Good food at moderate prices",46.137,74.529,"Germany"
"3102","Dutters Stube","Endingen am Kaiserstuhl","Country cooking, Market Cuisine",7.6553252,48.1230947,"Bib Gourmand","Good food at moderate prices",54.418,76.895,"Germany"
"3103","Adler","Brackenheim","Traditional Cuisine, Regional Cuisine",9.065938,49.0649146,"Bib Gourmand","Good food at moderate prices",47.32,66.248,"Germany"
"3104","TISK","Berlin","German, Modern Cuisine",13.4324759,52.4800369,"Bib Gourmand","Good food at moderate prices",41.405,70.98,"Germany"
"3105","Barra","Berlin","Creative, Modern Cuisine",13.427,52.47435,"Bib Gourmand","Good food at moderate prices",70.98,70.98,"Germany"
"3106","Jägerwirt","Bad Tölz","Country cooking",11.5750231,47.7994554,"Bib Gourmand","Good food at moderate prices",61.516,61.516,"Germany"
"3107","derWaldfrieden","Todtnau","Country cooking, Market Cuisine",7.9526309,47.7677871,"Bib Gourmand","Good food at moderate prices",43.771,75.712,"Germany"
"3108","Kandlbinder Küche","Maxhütte-Haidhof","Country cooking, Market Cuisine",12.0985945,49.1642817,"Bib Gourmand","Good food at moderate prices",43.771,100.555,"Germany"
"3109","Trattoria","Wuppertal","Italian",7.0853347,51.238916,"Bib Gourmand","Good food at moderate prices",53.235,76.895,"Germany"
"3110","Westphalenhof","Hoyerswerda","International, Classic Cuisine",14.2762774,51.4234791,"Bib Gourmand","Good food at moderate prices",49.686,93.457,"Germany"
"3111","Oechsle","Hamburg","German, Austrian",9.9803278,53.5650805,"Bib Gourmand","Good food at moderate prices",57.967,57.967,"Germany"
"3112","Kugelmühle","Schweinfurt","Classic French, Market Cuisine",10.2166961,50.0393239,"Bib Gourmand","Good food at moderate prices",43.771,92.274,"Germany"
"3113","das asam","Aldersbach","Market Cuisine",13.0854177,48.5877629,"Bib Gourmand","Good food at moderate prices",39.039,66.248,"Germany"
"3114","Adler","Ratshausen","Market Cuisine, Classic Cuisine",8.7965146,48.1939626,"Bib Gourmand","Good food at moderate prices",100.555,100.555,"Germany"
"3115","WEINreich","Freinsheim","Country cooking, Modern Cuisine",8.2119326,49.5069549,"Bib Gourmand","Good food at moderate prices",41.405,80.444,"Germany"
"3116","Café Rapp","Königsfeld","Classic Cuisine",8.3784909,48.1613182,"Bib Gourmand","Good food at moderate prices",37.856,76.895,"Germany"
"3117","Schwanen","Köngen","Country cooking, Market Cuisine",9.3637585,48.6847652,"Bib Gourmand","Good food at moderate prices",28.392,74.529,"Germany"
"3118","Zum Goldenen Engel","Glottertal","Country cooking",7.9406848,48.049819,"Bib Gourmand","Good food at moderate prices",47.32,80.444,"Germany"
"3119","Sennhütte","Kleines Wiesental","Country cooking, Market Cuisine",7.792054,47.7373238,"Bib Gourmand","Good food at moderate prices",35.49,76.895,"Germany"
"3120","Corona - Hotel zur Post","Hardert","Mediterranean Cuisine, French",7.5157151,50.5161996,"Bib Gourmand","Good food at moderate prices",20.111,67.431,"Germany"
"3121","Die Windmühle","Horn-Bad Meinberg","Country cooking, Traditional Cuisine",8.9743314,51.9130183,"Bib Gourmand","Good food at moderate prices",43.771,65.065,"Germany"
"3122","Tafelhaus","Köngen","Country cooking, Mediterranean Cuisine",9.3668629,48.6781336,"Bib Gourmand","Good food at moderate prices",74.529,95.823,"Germany"
"3123","Gutsausschank im Baiken","Eltville am Rhein","Seasonal Cuisine, Country cooking",8.1060995,50.046097,"Bib Gourmand","Good food at moderate prices",61.516,61.516,"Germany"
"3124","Ramster","Schneverdingen","Country cooking, Traditional Cuisine",9.8030252,53.1108686,"Bib Gourmand","Good food at moderate prices",30.758,56.784,"Germany"
"3125","Feine Speiseschenke","Nordhausen","Market Cuisine, International",10.8175862,51.5405015,"Bib Gourmand","Good food at moderate prices",35.49,108.836,"Germany"
"3126","Kleines Meer","Waren","Market Cuisine, German",12.685852,53.5124795,"Bib Gourmand","Good food at moderate prices",46.137,62.699,"Germany"
"3127","Bauernstuben","Tiefenbronn","Country cooking, International",8.8011255,48.8243688,"Bib Gourmand","Good food at moderate prices",34.307,89.908,"Germany"
"3128","DELI","Dresden","International, Market Cuisine",13.7611912,51.0807167,"Bib Gourmand","Good food at moderate prices",56.784,56.784,"Germany"
"3129","Grundschlag","Berlin","Market Cuisine, International",13.2901022,52.4838006,"Bib Gourmand","Good food at moderate prices",42.588,54.418,"Germany"
"3130","Laurentius - Bistro","Weikersheim","Traditional Cuisine, Country cooking",9.897806,49.480459,"Bib Gourmand","Good food at moderate prices",47.32,85.176,"Germany"
"3131","Landhaus Hadrys","Magdeburg","Country cooking, Mediterranean Cuisine",11.5753079,52.0981133,"Bib Gourmand","Good food at moderate prices",52.052,85.176,"Germany"
"3132","Little John's","Neukirchen-Vluyn","Market Cuisine, International",6.5352339,51.4382036,"Bib Gourmand","Good food at moderate prices",23.66,62.699,"Germany"
"3133","Gasthof Berghof - Ursprung","Presseck","Country cooking",11.4912483,50.2122699,"Bib Gourmand","Good food at moderate prices",46.137,94.64,"Germany"
"3134","Landgasthof Backers","Twist","Country cooking, Classic Cuisine",7.0612283,52.6376948,"Bib Gourmand","Good food at moderate prices",57.967,65.065,"Germany"
"3135","Domschenke","Rietberg","Country cooking, International",8.3899232,51.7570759,"Bib Gourmand","Good food at moderate prices",78.078,78.078,"Germany"
"3136","Sommerau","Bonndorf im Schwarzwald","Country cooking, Traditional Cuisine",8.2575923,47.8167633,"Bib Gourmand","Good food at moderate prices",44.954,112.385,"Germany"
"3137","Gambero Rosso da Domenico","Eibelstadt","Italian",9.9934917,49.7243573,"Bib Gourmand","Good food at moderate prices",56.784,70.98,"Germany"
"3138","Münstermanns Kontor","Düsseldorf","International, Traditional Cuisine",6.7741475,51.2226983,"Bib Gourmand","Good food at moderate prices",76.895,76.895,"Germany"
"3139","Weinbistro","Schwerin","Market Cuisine, Regional Cuisine",11.41387,53.6280042,"Bib Gourmand","Good food at moderate prices",31.941,69.797,"Germany"
"3140","Weinrestaurant Turmschänke","Eisenach","Market Cuisine",10.3263388,50.9757411,"Bib Gourmand","Good food at moderate prices",46.137,65.065,"Germany"
"3141","Gasthaus Widmann's Löwen","Königsbronn","Traditional Cuisine, Country cooking",10.0649224,48.7297506,"Bib Gourmand","Good food at moderate prices",43.771,75.712,"Germany"
"3142","Landgasthof Rebstock","Sulzburg","Country cooking, Market Cuisine",7.7097437,47.8401758,"Bib Gourmand","Good food at moderate prices",30.758,78.078,"Germany"
"3143","Weinhaus Zum Ritter","Triefenstein","Country cooking",9.6199383,49.7935249,"Bib Gourmand","Good food at moderate prices",55.601,55.601,"Germany"
"3144","schuberts","Lauterbach","Country cooking, Market Cuisine",9.3966573,50.63557,"Bib Gourmand","Good food at moderate prices",30.758,82.81,"Germany"
"3145","Gasthof zur Sonne","Tengen","Country cooking, Market Cuisine",8.6382426,47.7823491,"Bib Gourmand","Good food at moderate prices",40.222,81.627,"Germany"
"3146","Klösterle Hof","Bad Rippoldsau","Country cooking",8.3300626,48.4259852,"Bib Gourmand","Good food at moderate prices",70.98,70.98,"Germany"
"3147","Warteck","Freudenstadt","Classic French, Home Cooking",8.4144264,48.4645441,"Bib Gourmand","Good food at moderate prices",39.039,91.091,"Germany"
"3148","[maki:'dan] im Ritter","Durbach","Contemporary, Creative",8.0168471,48.4942285,"Bib Gourmand","Good food at moderate prices",33.124,89.908,"Germany"
"3149","Heim's Restaurant","Reil","Traditional Cuisine, Country cooking",7.1181193,50.0209389,"Bib Gourmand","Good food at moderate prices",43.771,100.555,"Germany"
"3150","Mühle zu Gersbach","Schopfheim","Market Cuisine, Regional Cuisine",7.9301792,47.6957925,"Bib Gourmand","Good food at moderate prices",33.124,78.078,"Germany"
"3151","Löwen","Frickingen","International, Country cooking",9.2550744,47.8258485,"Bib Gourmand","Good food at moderate prices",39.039,56.784,"Germany"
"3152","Schneider","Dernbach (Kreis Südliche Weinstrasse)","Country cooking, Classic Cuisine",8.0051654,49.2488961,"Bib Gourmand","Good food at moderate prices",86.359,88.725,"Germany"
"3153","Gasthaus Hofmann","Rauhenebrach","Country cooking, Market Cuisine",10.6527708,49.889835,"Bib Gourmand","Good food at moderate prices",47.32,94.64,"Germany"
"3154","Brasserie Colette Tim Raue","Munich","French",11.5699476,48.126953,"Bib Gourmand","Good food at moderate prices",81.627,81.627,"Germany"
"3155","Poststuben","Meerfeld","International, Country cooking",6.7555967,50.0938388,"Bib Gourmand","Good food at moderate prices",41.405,70.98,"Germany"
"3156","Schuberts Wein & Wirtschaft","Bad Kissingen","Country cooking, Traditional Cuisine",10.076248,50.2003476,"Bib Gourmand","Good food at moderate prices",41.405,76.895,"Germany"
"3157","Schwingshackl HEIMATKÜCHE","Bad Tölz","Market Cuisine, Regional Cuisine",11.5490661,47.7644835,"Bib Gourmand","Good food at moderate prices",49.686,49.686,"Germany"
"3158","Cervus","Plochingen","Traditional Cuisine",9.4150693,48.7118464,"Bib Gourmand","Good food at moderate prices",62.699,80.444,"Germany"
"3159","Zipang","Hamburg","Japanese",9.9663367,53.5796608,"Bib Gourmand","Good food at moderate prices",37.856,92.274,"Germany"
"3160","Adler","Wangen im Allgäu","Country cooking, International",9.8537702,47.6925896,"Bib Gourmand","Good food at moderate prices",56.784,73.346,"Germany"
"3161","Grain Street","Valletta","Modern Cuisine",14.5154164,35.8989197,"Bib Gourmand","Good food at moderate prices",29.575,50.869,"Malta"
"3162","Commando","Mellieħa","Mediterranean Cuisine",14.3615998,35.9595229,"Bib Gourmand","Good food at moderate prices",55.601,55.601,"Malta"
"3163","Terrone","Birgu","Seafood",14.5193119,35.8914933,"Bib Gourmand","Good food at moderate prices",57.967,57.967,"Malta"
"3164","Rubino","Valletta","Traditional Cuisine",14.5121358,35.899322,"Bib Gourmand","Good food at moderate prices",54.418,54.418,"Malta"
"3165","Aldridge Lodge","Duncannon","Country cooking",-6.9092443,52.2172316,"Bib Gourmand","Good food at moderate prices",47.32,47.32,"Ireland"
"3166","Everett's","Waterford","Modern Cuisine",-7.1082172,52.2605009,"Bib Gourmand","Good food at moderate prices",35.49,54.418,"Ireland"
"3167","Sha-Roe Bistro","Clonegall","Modern Cuisine",-6.6454075,52.6928692,"Bib Gourmand","Good food at moderate prices",42.588,54.418,"Ireland"
"3168","Volpe Nera","Blackrock","Mediterranean Cuisine",-6.1778717,53.2876023,"Bib Gourmand","Good food at moderate prices",50.869,50.869,"Ireland"
"3169","1826","Adare","Modern Cuisine",-8.7874319,52.5648552,"Bib Gourmand","Good food at moderate prices",59.15,59.15,"Ireland"
"3170","Courthouse","Carrickmacross","Regional Cuisine",-6.7193971,53.9779959,"Bib Gourmand","Good food at moderate prices",53.235,53.235,"Ireland"
"3171","Chart House","Dingle","Regional Cuisine",-10.2706295,52.1386545,"Bib Gourmand","Good food at moderate prices",44.954,61.516,"Ireland"
"3172","Land to Sea","Dingle","Irish",-10.2681232,52.1415861,"Bib Gourmand","Good food at moderate prices",40.222,59.15,"Ireland"
"3173","Goldie","Cork","Seafood",-8.4684363,51.8984766,"Bib Gourmand","Good food at moderate prices",52.052,52.052,"Ireland"
"3174","Cush","Ballycotton","Modern Cuisine, Seafood",-8.0019275,51.8268501,"Bib Gourmand","Good food at moderate prices",42.588,65.065,"Ireland"
"3175","Thyme","Athlone","Modern Cuisine",-7.9403616,53.4236062,"Bib Gourmand","Good food at moderate prices",44.954,68.614,"Ireland"
"3176","Table Forty One","Gorey","Classic Cuisine",-6.2956599,52.6754444,"Bib Gourmand","Good food at moderate prices",35.49,44.954,"Ireland"
"3177","Éan","Galway","Modern Cuisine",-9.0534357,53.2709641,"Bib Gourmand","Good food at moderate prices",37.856,37.856,"Ireland"
"3178","Kai","Galway","Modern Cuisine",-9.0611666,53.2695339,"Bib Gourmand","Good food at moderate prices",36.673,57.967,"Ireland"
"3179","Tartare","Galway","Modern Cuisine",-9.0569015,53.2711764,"Bib Gourmand","Good food at moderate prices",31.941,50.869,"Ireland"
"3180","Uno Mas","Dublin City","Mediterranean Cuisine",-6.2653266,53.3411166,"Bib Gourmand","Good food at moderate prices",63.882,63.882,"Ireland"
"3181","Richmond","Dublin City","Modern Cuisine",-6.2647003,53.3311904,"Bib Gourmand","Good food at moderate prices",46.137,61.516,"Ireland"
"3182","Spitalfields","Dublin City","Traditional Cuisine",-6.2757287,53.3397379,"Bib Gourmand","Good food at moderate prices",57.967,57.967,"Ireland"
"3183","Pichet","Dublin City","French",-6.2622465,53.3438552,"Bib Gourmand","Good food at moderate prices",40.222,68.614,"Ireland"
"3184","Bell Inn","Langford","Traditional British",-1.6408646,51.7223258,"Bib Gourmand","Good food at moderate prices",45.375,45.375,"United Kingdom"
"3185","Provender","Melrose","Modern British",-2.7225173,55.598304,"Bib Gourmand","Good food at moderate prices",27.5,59.125,"United Kingdom"
"3186","Kentish Hare","Bidborough","Modern Cuisine",0.236476,51.1694825,"Bib Gourmand","Good food at moderate prices",38.5,89.375,"United Kingdom"
"3187","Wiveton Bell","Wiveton","Traditional British",1.0386,52.94398,"Bib Gourmand","Good food at moderate prices",38.5,55,"United Kingdom"
"3188","Leaping Hare","Stanton","Modern British",0.8810125,52.3078742,"Bib Gourmand","Good food at moderate prices",56.375,56.375,"United Kingdom"
"3189","Three Oaks","Gerrards Cross","Modern British",-0.5579102,51.5978925,"Bib Gourmand","Good food at moderate prices",33,64.625,"United Kingdom"
"3190","Pulpo Negro","New Alresford","Spanish",-1.1613028,51.0912204,"Bib Gourmand","Good food at moderate prices",96.25,96.25,"United Kingdom"
"3191","Gunton Arms","Thorpe Market","Traditional British",1.330358,52.858343,"Bib Gourmand","Good food at moderate prices",55,55,"United Kingdom"
"3192","Swan Wine Kitchen","Tenterden","Modern British",0.6984379,51.041008,"Bib Gourmand","Good food at moderate prices",41.25,41.25,"United Kingdom"
"3193","The Anchor","Ripley","Modern British",-0.4929929,51.299648,"Bib Gourmand","Good food at moderate prices",38.5,55,"United Kingdom"
"3194","Sardine Factory","Looe","Seafood",-4.4549325,50.3523883,"Bib Gourmand","Good food at moderate prices",77,77,"United Kingdom"
"3195","Mark Jordan at the Beach","Beaumont","Modern Cuisine",-2.1592274,49.195681,"Bib Gourmand","Good food at moderate prices",38.5,93.5,"United Kingdom"
"3196","Hollist Arms","Lodsworth","Country cooking",-0.679501,50.9995011,"Bib Gourmand","Good food at moderate prices",55,55,"United Kingdom"
"3197","Dastaan","Ewell","Indian",-0.2661511,51.3690789,"Bib Gourmand","Good food at moderate prices",50.875,50.875,"United Kingdom"
"3198","The Antidote","Ilfracombe","Modern British",-4.1163725,51.2103855,"Bib Gourmand","Good food at moderate prices",38.5,48.125,"United Kingdom"
